1.1	4.490508270782456e-7
1.2	7.909040958264946e-7
1.3	1.0701831602566436e-6
1.4	1.3663726091128758e-6
1.5	1.6134204234297123e-6
1.6	1.8974008330618908e-6
1.7	2.0739655881008012e-6
1.8	2.27708736560972e-6
2	2.6757775496988323e-6
2.1	2.911891971657532e-6
2.2	3.1485871797576337e-6
2.3	3.424145090691333e-6
2.4	3.7534996447652347e-6
2.5	4.109424413090146e-6
2.562	4.480354851121859e-6
2.564	5.179467476024158e-6
2.565	4.7791500329408265e-6
