1.1	5.673845762839413e-7
1.5	2.8203289994064434e-6
2.4	4.9994482542309315e-6
3.45	5.97887027802696e-6
4.5	6.6231560071489115e-6
5.	6.7816569445725006e-6
6	7.108193002779151e-6
8	7.389875320486239e-6
9	7.517519203706358e-6
10	7.604080233578059e-6
12	7.72796216406968e-6
13.8	7.901618774314167e-6
15.85	7.984940072952584e-6
16.7	8.022132744991972e-6
18	8.033430643122896e-6
23	8.125298388644842e-6
27.3	8.11970992622979e-6
31.2	8.091128990528329e-6
36.5	8.235698300107508e-6
46.8	8.291287359463162e-6
54	8.378668712505366e-6
63	8.345279383314974e-6
74.65	8.428801990922885e-6
82.8	8.369528803453541e-6
