1.1	7.427150360847109e-7
1.5	2.7203752163895557e-6
2	4.081443518635938e-6
2.5	4.899395759477176e-6
3.	5.445805848451497e-6
3.5	5.8370013811656085e-6
4.	6.131268745947291e-6
4.5	6.360866240611353e-6
5.	6.5452280672338445e-6
6	6.823488466930931e-6
7	7.024278810953021e-6
8	7.176677123146216e-6
9	7.29690483846894e-6
10	7.394669413714585e-6
11	7.476187585290005e-6
12	7.545596080789824e-6
13	7.605792962509825e-6
13.8	7.648744301063179e-6
14.8	7.697257501490948e-6
15.85	7.743277528526165e-6
16.7	7.777624286670356e-6
18	7.826347262863275e-6
19	7.86156908823587e-6
20	7.895592825555635e-6
21.8	7.956399066567323e-6
22.75	7.990249448136463e-6
23.7	8.028182386866418e-6
24.7	8.082152211275036e-6
25.087	8.126109707186804e-6
