1.1	9.668814771601753e-7
1.2	1.6505648917086724e-6
1.3	2.2088326125935254e-6
1.4	2.80153703879904e-6
1.5	3.2956617487256423e-6
1.6	3.864053271795953e-6
1.7	4.216901908105086e-6
1.8	4.623110199775127e-6
2	5.42029613370687e-6
2.1	5.8926385714253016e-6
2.2	6.449205908753974e-6
2.3	6.9171351205765674e-6
2.4	7.575886299071577e-6
2.5	8.391141982255768e-6
2.51	8.673847312290484e-6
2.52	8.710820504576056e-6
2.53	9.016657075311407e-6
2.54	9.154417640155899e-6
2.55	9.14076107338957e-6
2.56	3.741477267560356e-6
2.562	9.048765302943629e-6
2.563	0.000012521637540063857
2.5635	9.524658104886896e-6
2.564	0.000010653456302023301
