1.1	1.5669861428579097
1.5	1.5510432861725951
2	1.5310851677786186
2.5	1.511097929049566
3.	1.4910773816873295
3.5	1.4709896611309514
4.	1.4508668014450994
4.5	1.4306640117911664
5.	1.4103906665486694
6	1.369577851100517
7	1.3283704384842463
8	1.2866394147592997
9	1.2443307880900558
10	1.2013112441993574
11	1.1574894203859585
12	1.1126927912182694
13	1.0667723016764283
13.8	1.029120935680696
14.8	0.9806797688442933
15.85	0.9278973073503319
16.7	0.8834715325434036
18	0.8118220135327306
19	0.7529220985840972
20	0.6897021857893662
21.8	0.5597725256752405
22.75	0.47763881539084674
23.7	0.3775218822619898
24.7	0.22250865566849468
25.087	0.0890018799304717
