4.15	0.19330090698965802
4.2	0.1821461368846496
4.3	0.16754920727134823
4.4	0.15728937556180478
4.6	0.14259423085238243
4.7	0.13689714976696185
5	0.12342906870490926
5.8	0.10028137674999427
7	0.07953959451727165
9	0.05947970730077121
10	0.05282729467161079
11	0.04750680896324012
14	0.03645838970288432
15	0.03382908136371613
20	0.024845929718657612
30	0.016207200442734798
40	0.012020014684652441
50	0.009550277500712129
80	0.0059067803971905196
100	0.004708778562580526
150	0.003124277669429392
450	0.0010347734035964754
470	0.000990607375041282
480	0.0009699073334924829
500	0.0009309984323992022
650	0.0007156689988916422
700	0.0006644436323768415
800	0.0005812372117320382
1000	0.0004648206477714773
