4.15	0.2297396422554454
4.2	0.2161947542460097
4.3	0.1971637695976451
4.4	0.18296753865541776
4.6	0.16175247060617853
4.7	0.1533761067799801
5	0.13347989718731573
5.8	0.10079777495786552
7	0.07472051503448579
9	0.05263110631227408
10	0.04593958105263496
11	0.040798878477315725
14	0.030593537721203268
15	0.028239572868725304
20	0.020424275103974376
30	0.013181796070489638
40	0.00970323436102799
50	0.007695882749609806
80	0.004753384894463142
100	0.003764691703999512
150	0.0025074467769805042
450	0.0008354497072124434
470	0.0007889144130699965
480	0.0007723095234758448
500	0.0007410988718410949
650	0.0005743874958375472
700	0.0005333281946225954
800	0.0004665348235604605
1000	0.00037321913527027517
